Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTOPTA51703;Annex all Austria!;x;
EVTOPTB51703;Annex only german territories;x;
EVTOPTC51703;We only want Austria and Slovenia;x;
EVTNAME50512;The Origin of The Species by Darwin;x;
EVTDESC50512;The famous philosopher Charles Darwin has recently published through our influence his so-called book "The Origin of Species" in which he tells how, according to evolutionary theory, all the species we know today evolved, from mice to savannah elephants.;x;
EVTNAME51005;The Brazilian Pressure;x;
EVTDESC51005;The nation of Brazil has always had great ambitions to occupy most of the Amazonas in the name of their emperor. We still have a part of this great forest left, so we do not have any option of resistance. We need to decide, war or diplomacy;x;
EVTOPTA51005;Accept the treaty;x;
EVTOPTB51005;Then is war!;x;
EVTNAME51201;San Marino Petitions for Annexation;x;
EVTDESC51201;The constant ideas of Italian unification have brought the independence of the Republic of San Marco, so we must unify all the territories of Italy under our direct rule.;x;
EVTNAME50210;The Balkan Countries Surrender;x;
EVTOPTA50210;Our moment has come;x;
EVTOPTB50210;Not today, restore the stability in the Balkans;x;
EVTOPTB51003;Reject the purposal!;x;
EVTOPTA50302;Fine;x;
EVTNAME51702;The German Purposal;x;
EVTDESC51702;The Germans do not propose a joint agreement between all the belligerent countries of the German Confederation. The treaty consists of signing an annexation agreement to the new nation of Germany, our advisers propose us to accept to avoid territorial conflicts in the future, but the decision is ours.;x;
EVTNAME51704;Austria rejects!;x;
EVTDESC51704;The Austrians have taken our treaty as an offense against their independence. We should not have trusted these "Germans" who do not want unity and strength, the number of German people living in Austria is enough to claim cores in their territory, if they do not go with us, they go against us...;x;
EVTOPTA51704;Claim the German Cores;x;
EVTOPTB51704;We can't intervenue now;x;
EVTOPTA51702;Accept the treaty;x;
EVTOPTB51702;Reject the treaty;x;
EVTOPTA51201;Accept the Annexation;x;
EVTNAME51705;The Schleswig Rebellion;x;
EVTDESC51705;The recent tensions over our territory have given a lot to talk about for the powers of the world, especially Prussia, which has managed to get a large part of the population of Holstein to be in favor of a rebellion against the Danes... Against us, is the nation of Schleswig, which together with Denmark, will fight against us to resolve the long-awaited question about the Holstein region.;x;
EVTOPTA51705;For Germany!;x;
EVTOPTB51705;For Denmark!;x;
EVTNAME51706;The Holstein Question Solved;x;
EVTDESC51706;After decades of assimilation, the population of Holstein has decided after a civil war that they want to be part of the German confederation, which includes that we add it to the list of countries to be sphered to achieve the long-awaited Germany...;x;
EVTOPTA51706;Long live Germany!;x;
EVTNAME50513;The Indonesian Question;x;
EVTDESC50513;The beginning of colonization by other powers in other parts of the world has allowed us to think about the possibility of intervening in the Indonesian area, therefore, we must decide what to do with our colonial affairs...;x;
EVTOPTA50513;Demand territory!;x;
EVTOPTB50513;We have other plans;x;
EVTNAME50212;The Egyptian Liberation;x;
EVTDESC50212;The constant pressures on Cairo for being an Ottoman vassal have led us to think why we should continue being their puppets if we can declare our independence... The Ottomans are no longer what they were before and we can stop depending on them. Glory to Egypt!;x;
EVTOPTA50212;Glory to Egypt!;x;
EVTNAME50213;Rebellion in Egypt;x;
EVTDESC50213;The constant pressure on Cairo for being our vassal has led them to think about why they should continue being our puppets if they can declare their independence... The Egyptians are no longer what they were before and it seems that now they set the conditions without needing us.;x;
EVTOPTA50213;Declare war on Egipt!;x;
EVTOPTB50213;There is nothing we can do;x;
EVTNAME25193;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;;$FROMCOUNTRY$ quiere dinero;;;;;;;;;x
EVTDESC25193;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;$FROMCOUNTRY$ wants money;;$FROMCOUNTRY$ quiere dinero;;;;;;;;;x
EVTOPTA25193;Nah;Nah;Nah;;Nah;;;;;;;;;x
EVTOPTB25193;1k;1k;1k;;1k;;;;;;;;;x
EVTOPTC25193;10k;10k;10k;;10k;;;;;;;;;x
EVTOPTD25193;100k;100k;100k;;100k;;;;;;;;;x
EVTOPTE25193;1M;1M;1M;;1M;;;;;;;;;x
EVTOPTF25193;2M;2M;2M;;2M;;;;;;;;;x
EVTOPTA25221;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA25020;Yes!!;Yes!!;Yes!!;;Si!!;;;;;;;;;x
EVTOPTA58019;OK;OK;OK;;Vale;;;;;;;;;x
EVTOPTA58020;OK;OK;OK;;Vale;;;;;;;;;x
EVTNAME533403;South German Question;x;
EVTDESC533403;Now that we have control of the southern part of Germany, what should we do to lead the confederation or create a puppet state?;x;
EVTOPTA533403;We are the true unifiers of Germany;x;
EVTOPTB533403;The land would be smarter;x;
EVTNAME533404;The great humiliation;x;
EVTDESC533404;Although we tried to fight with all our strength, we have lost and we have to continue selling opium on our border.;x;
EVTOPTA533404;Is this the beginning of a time of humication?;x;
EVTNAME50923;The destiny of Portugal;x;
EVTDESC50923;Now that we have re-united with Brazil we have to decide what to do.;x;
EVTOPTA50923;Focus on America;x;
EVTOPTB50923;Focus on Europe;x;
EVTNAME533404;The end of the southern federation;x;
EVTDESC533404;Now that we have re-united with Brazil we have to decide what to do.;x;
EVTOPTA533404;Dark days are coming;x;
EVTNAME58019;Inmigration!!;Inmigration!!;Inmigration!!;;Inmigracion!;;;;;;;;;x
EVTDESC58019;Inmigration!!;Inmigration!!;Inmigration!!;;Inmigracion!;;;;;;;;;x
EVTNAME51707;Call for union in the face of the French threat;x;
EVTDESC51707;Now that the French have taken the Rhine, we cannot stay, we have to unify to be able to fight for the glory of Germany.;x;
EVTOPTA51707;Glory to Germany;x;
EVTNAME18547;You are over infamy limit;Vous avez dépassé la limite d'infamie;Sie haben das Infamie-Limit überschritten;;Has superado el límite de infamia;;;;;;;x
EVTDESC18547;You are over infamy limit;Vous avez dépassé la limite d'infamie;Sie haben das Infamie-Limit überschritten;;Has superado el límite de infamia;;;;;;;x
EVTOPTA18547;Oh no;Oh no;Oh non;Oh nein;;Oh no;;;;;;;x
EVTNAME6004;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTDESC6004;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME6005;GROWTH!;GROWTH!;GROWTH!;;CRECER!;;;;;;;;;x
EVTNAME50216;I swear at education;x;
EVTDESC50216;I swear at education;x;
EVTOPTA50216;Nice;x;
